restaurant_id,name,city,area,address,latitude,longitude,location_source,location_precision,cuisines,rest_type,cost_for_two_inr,price_tier,rating,review_count,online_order,book_table,dish_liked
1741,Raichur Biryani House,Bengaluru,HSR,"A174, 19th Main Road 17th Cross, 4th Sector, HSR, Bangalore",12.9121,77.6446,Bengaluru locality centroid,locality-level,"Biryani, North Indian, Chinese",Quick Bites,400,Moderate,3.8,283,True,False,"Chicken Biryani, Dum Biryani, Vegetable Biryani, Mutton Biryani"
1742,Tongue Twisters,Bengaluru,BTM,"10, Near Post Office, 16th Main Rd, Mahadeshwara Nagar, 2nd Stage, BTM, Bangalore",12.9166,77.6101,Bengaluru locality centroid,locality-level,"Bengali, North Indian, Oriya",Quick Bites,350,Budget,3.5,283,True,False,"Veg Thali, Fish Thali"
1743,Kabab Magic,Bengaluru,HSR,"Next to Grigliato, Sector 1 , HSR Layout, HSR, Bangalore",12.9121,77.6446,Bengaluru locality centroid,locality-level,"North Indian, Kebab, Fast Food",Quick Bites,500,Moderate,3.1,283,True,False,"Chicken Grill, Grape Juice, Tandoori Chicken, Shawarma Roll, Wings, Rolls, Chicken Curry"
1744,Mandya Gowdru Donne Biriyani,Bengaluru,HSR,"7th Cross Road, Agara Village, 1st Sector, HSR, Bangalore",12.9121,77.6446,Bengaluru locality centroid,locality-level,"Biryani, South Indian",Quick Bites,350,Budget,3.8,283,True,False,
1745,Vindu Andhra Ruchulu,Bengaluru,Jayanagar,"310, 9th Main Road, 5th Block, Jayanagar, Bangalore",12.9308,77.5838,Bengaluru locality centroid,locality-level,"Biryani, North Indian, Andhra",Casual Dining,800,Premium,3.8,283,True,False,"Raita, Chicken Curry, Fish, Mutton Biryani, Beer, Chicken Guntur, Chicken Biryani"
1746,Bekal,Bengaluru,Jeevan Bhima Nagar,"38, 1st Floor, Opposite Indian Oil Petrol Pump, 10th Main, Jeevan Bhima Nagar, Bangalore",12.9669,77.6575,Bengaluru locality centroid,locality-level,"Kerala, Mangalorean, Seafood",Casual Dining,700,Moderate,4.0,283,True,False,"Prawn Ghee Roast, Fish, Beef Fry, Neer Dosa, Appam, Chicken Stew, Sol Kadhi"
1747,Corner House Ice Cream,Bengaluru,Koramangala 5th Block,"146, Near William Penn, Koramangala 5th Block, Bangalore",12.9352,77.618,Bengaluru locality centroid,locality-level,"Ice Cream, Desserts",Dessert Parlor,400,Moderate,4.6,283,True,False,"Brownie Chocolate, Brown Bomb, Hot Chocolate Fudge, Fudge Cake, Brownie Fudge"
1748,MoMo Cafe - Courtyard by Marriott,Bengaluru,Bellandur,"Courtyard by Marriott, Marathahalli-Sarjapur Outer Ring Road, Bellandur, Bangalore",12.9304,77.6784,Bengaluru locality centroid,locality-level,"Asian, North Indian, South Indian, Momos",Casual Dining,2000,Luxury,4.1,282,False,True,"Pasta, Lunch Buffet, Butter Chicken, Salads, Bhuna Gosht, Salad, Sea Food"
1749,GMT - Gelateria Montecatini Terme,Bengaluru,Indiranagar,"298, 6th Main, Opposite Iris Apartment, 2nd Stage, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"Desserts, Ice Cream",Dessert Parlor,300,Budget,4.4,282,True,False,"Gelato Ice Cream, Chocolate Icecreams, Tiramisu, Coffee, Italian Icecream, Caramel Ice Cream, Waffle Cone"
1750,Dil Se Dilli,Bengaluru,Whitefield,"956, 1st Floor, 1st Main, Rajapalya, Hoodi, ITPL Main Road, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"North Indian, Mughlai",Casual Dining,700,Moderate,3.8,282,True,False,"Murgh Kalimirch, Panneer Butter Masala, Rolls, Butter Naan, Butter Chicken, Malai Tikka, Phirni"
1751,Brahmin's Coffee Bar,Bengaluru,Malleshwaram,"Near Sai Baba Temple, 15th Cross, Sampige Road, Malleshwaram, Bangalore",13.0031,77.5643,Bengaluru locality centroid,locality-level,South Indian,Quick Bites,250,Budget,3.9,282,False,False,"Rava Idli, Benne Masala Dosa, Filter Coffee, Tea, Pav Bhaji, Pongal, Curd Vadai"
1752,Sotally Tober,Bengaluru,Residency Road,"65, Residency Road, Bangalore",12.969,77.603,Bengaluru locality centroid,locality-level,"Asian, Burger, Chinese, Finger Food","Bar, Casual Dining",1200,Premium,4.4,282,False,True,"Cocktails, Corn Fritters, Paneer Steak, Butter Chicken, Burgers, Chicken Steak, Chocolate Mousse"
1753,Anand Sweets And Savouries,Bengaluru,Sarjapur Road,"14, Sarjapur Road, Kaikondhalli Lake, Opposite Fire Station, Sarjapur Road, Bangalore",12.911,77.685,Bengaluru locality centroid,locality-level,"Mithai, Fast Food","Sweet Shop, Quick Bites",400,Moderate,4.2,281,False,False,"Chole Bhature, Rasmalai, Chaat, Rasgulla, Pav Bhaji, Kaju Katli, Samosa"
1754,McDonald's,Bengaluru,New BEL Road,"Ground Floor, Shashi Arcade, 215, Near MS Ramaiah Campus, New BEL Road, Bangalore",13.0382,77.5703,Bengaluru locality centroid,locality-level,"Fast Food, Burger",Quick Bites,500,Moderate,3.9,281,True,False,"Burgers, Coke Float, French Fries"
1755,OCEA HOTEL,Bengaluru,Brigade Road,"Next To St. Joseph's College Of Commerce, Brigade Road, Bangalore",12.9733,77.6074,Bengaluru locality centroid,locality-level,"North Indian, Chinese, Seafood",Casual Dining,800,Premium,3.7,281,True,False,"Sea Food, Fish, Murgh Ghee Roast, Crabmeat Soup, Jeera Rice, Prawn, Chicken Grill"
1756,Chowmein,Bengaluru,Seshadripuram,"53, Railway Parallel Road, Empire Towers,Kumarapark West, Seshadripuram, Bangalore",12.991,77.576,Bengaluru locality centroid,locality-level,"North Indian, Chinese, Thai, Momos",Casual Dining,600,Moderate,4.0,280,True,False,"Noodles, Chicken Noodle, Chop Suey, Chowmein, Rolls, Clear Soup, Chinese Bhel"
1757,Arya Hungry?,Bengaluru,Koramangala 7th Block,"234/A, 1st Main, Koramangala 7th Block, Bangalore",12.936,77.614,Bengaluru locality centroid,locality-level,North Indian,Quick Bites,450,Moderate,4.3,280,True,False,"Kulcha, Chole, Mutton Curry, Paratha, Mint Raita, Chicken Curry, Dal Makhani"
1758,Laddoos,Bengaluru,BTM,"799, 7th Cross Road, 2nd Stage, Near Fooddays, BTM, Bangalore",12.9166,77.6101,Bengaluru locality centroid,locality-level,"Street Food, Mithai","Quick Bites, Sweet Shop",200,Budget,3.4,280,True,False,"Chaat, Panipuri, Lassi, Gol Gappe, Paratha, Pav Bhaji, Samosa"
1759,New Modern Hotel,Bengaluru,Basavanagudi,"Near Minerva Circle, AN Krishanrao Road, V V Puram, Basavanagudi Area, Basavanagudi, Bangalore",12.9416,77.5753,Bengaluru locality centroid,locality-level,South Indian,Quick Bites,150,Budget,4.2,280,False,False,"Coffee, Masala Dosa, Vada, Idli, Puri Saagu, Upma, Set Dosa"
1760,Kudla - Coraltree,Bengaluru,RT Nagar,"Coraltree, 16, MLA Layout, RT Nagar Main Road, RT Nagar, Bangalore",13.0247,77.5948,Bengaluru locality centroid,locality-level,"Seafood, Mangalorean",Casual Dining,1200,Premium,3.8,280,True,True,"Sea Food, Neer Dosa, Anjal Fry, Murgh Ghee Roast, Prawn Ghee Roast, Beer, Chicken Sukha"
1761,Hari Super Sandwich,Bengaluru,Basavanagudi,"2, National High School Road, V.V Puram, Basavanagudi, Bangalore",12.9416,77.5753,Bengaluru locality centroid,locality-level,"Fast Food, Street Food",Quick Bites,200,Budget,4.1,279,False,False,"Chocolate Sandwich, Corn Sandwich, Chocolate Sandwiches, Lassi, Chilli Cheese, Chaat, Panipuri"
1762,Nandhini Paradise,Bengaluru,St. Marks Road,"72, St. Marks Road, Bangalore",12.973,77.602,Bengaluru locality centroid,locality-level,"Andhra, Chinese, North Indian","Casual Dining, Bar",800,Premium,3.6,279,False,True,"Murgh Ghee Roast, Veg Thali, Chicken Chettinad, Chicken Kshatriya, Mutton Chops, Hyderabadi Biryani, Roti"
1763,Donne Biriyani House,Bengaluru,HSR,"25, 7th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR, Bangalore",12.9121,77.6446,Bengaluru locality centroid,locality-level,Biryani,Quick Bites,200,Budget,3.8,278,True,False,"Rice, Donne Biryani, Mutton Biryani, Chicken Kebab, Chilli Chicken, Chicken Biryani, Kshatriya Kebab"
1764,You Mee,Bengaluru,Whitefield,"Ground Floor, Forum Shantiniketan, Whitefield Main Road, Thigalarapalya, Hoodi, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"Sushi, Japanese, Chinese, Thai",Casual Dining,2000,Luxury,4.7,277,True,False,"Ramen, Sushi Platter, Sushi Bar, Pork Dumplings, Maki Roll, Japanese Green Tea, Thai Red Curry"
1765,Cafe On The Way,Bengaluru,Koramangala 3rd Block,"11, 7th Cross, 3rd Block Koramangala, Near Raheja residency, Koramangala 3rd Block, Bangalore",12.928,77.623,Bengaluru locality centroid,locality-level,Cafe,Cafe,500,Moderate,4.0,277,True,False,"Waffles, Coffee, Pesto Sandwich, Hazelnut Cappuccino, Latte, Salads, Pasta"
1766,Draggers CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Bengaluru,Kalyan Nagar,"527, 4th Floor, 4th Cross, CMR Road, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",13.0221,77.6403,Bengaluru locality centroid,locality-level,"Cafe, Continental, North Indian",Cafe,900,Premium,4.0,277,True,False,"Club Sandwich, Pizza, Burgers, Basil Chicken, Pasta, Sandwiches, Mojito"
1767,Hyderabad Chefs,Bengaluru,Whitefield,"120-A2, First Floor, EPIP Area, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"Hyderabadi, Andhra, North Indian, Chinese, South Indian",Casual Dining,800,Premium,4.0,277,True,False,"Mutton Biryani, Hyderabadi Biryani, Chicken Biryani, Bamboo Chicken, Bbq Chicken, Vegetable Biryani, Tandoori Roti"
1768,South Kitchen,Bengaluru,Basavanagudi,"1st Main Road, Near Katte Balaga, NR Colony, Basavanagudi, Bangalore",12.9416,77.5753,Bengaluru locality centroid,locality-level,South Indian,Quick Bites,100,Budget,4.3,276,True,False,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Poha"
1769,McDonald's,Bengaluru,Basavanagudi,"15, Bull Temple Road, Next to HSBC Bank, Basavanagudi, Bangalore",12.9416,77.5753,Bengaluru locality centroid,locality-level,"Burger, Fast Food",Quick Bites,500,Moderate,3.6,276,True,False,"Burgers, Fries, Schezwan Burger, Maharaja Mac"
1770,Dot.yum - Aloft Hotel,Bengaluru,Whitefield,"Aloft Hotel, 17C, Sadaramangala Road, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"Italian, North Indian, Continental, BBQ",Casual Dining,2000,Luxury,3.9,276,False,True,"Rasmalai, Salads, Breakfast Buffet, Pasta, Beer, Fish, Paratha"
1771,Brooks 37,Bengaluru,Brookefield,"2nd Floor, A Square Plaza, ITPL Main Road, Kundanahalli, Brookefield, Bangalore",12.9654,77.7186,Bengaluru locality centroid,locality-level,"North Indian, Continental, Asian, Pizza","Casual Dining, Bar",1000,Premium,4.1,276,True,True,"Pizza, Fish, Galauti Kebab, Jalapeno Cheeseballs, Lamb, Long Island Iced Tea, Cocktails"
1772,Pure Punjabi,Bengaluru,Electronic City,"8th Cross, Neeladri Nagar, Phase 1, Electronic City, Bangalore",12.8399,77.677,Bengaluru locality centroid,locality-level,"Chinese, North Indian, Fast Food",Quick Bites,450,Moderate,3.4,275,True,False,Noodles
1773,Riwaz - The Ritz-Carlton,Bengaluru,Residency Road,"The Ritz-Carlton, 99, Residency Road, Bangalore",12.969,77.603,Bengaluru locality centroid,locality-level,North Indian,"Fine Dining, Bar",4000,Luxury,4.1,275,False,True,"Tandoori Broccoli, Dal Makhani, Tamatar Ka Shorba, Kadhai Paneer, Raan, Kulfi, Biryani"
1774,Clean Slate Cafe,Bengaluru,Malleshwaram,"Shop 2, 14th Cross, Malleshwaram, Bangalore",13.0031,77.5643,Bengaluru locality centroid,locality-level,"Cafe, Continental, Italian",Cafe,600,Moderate,4.1,274,True,False,"Fries, Burgers, Peri Peri Potato Wedge, Pasta Arrabiata, Cappuccino, Nachos, Pesto Pasta"
1775,Draggers CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Bengaluru,Kalyan Nagar,"527, 4th Floor, 4th Cross, CMR Road, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",13.0221,77.6403,Bengaluru locality centroid,locality-level,"Cafe, Continental, North Indian",Cafe,900,Premium,4.1,274,True,False,"Club Sandwich, Burgers, Basil Chicken, Pasta, Sandwiches, Mojito, Fries"
1776,Monsoon - The Park Bangalore,Bengaluru,MG Road,"The Park Bangalore, 14/7, MG Road, Bangalore",12.9756,77.6066,Bengaluru locality centroid,locality-level,"Italian, North Indian",Fine Dining,3000,Luxury,4.1,274,False,True,"Salads, Brownie, Cheesecake, Salad, Biryani, Dal Makhani, Pizza"
1777,Siddappa Hotel,Bengaluru,Richmond Road,"38, 7th Main, 5th Cross, Sampangiram Nagar, SR Nagar",12.966,77.607,Bengaluru locality centroid,locality-level,South Indian,Quick Bites,150,Budget,4.1,274,False,False,"Masala Dosa, Idli, Kali Dosa, Ghee Khali Dosa, Tomato Rice, Set Dosa, Ghee Rice"
1778,Mugful Of Stories,Bengaluru,Kalyan Nagar,"421, 4th D Main, 5th A Cross, Kalyan Nagar, Bangalore",13.0221,77.6403,Bengaluru locality centroid,locality-level,"Desserts, Bakery",Dessert Parlor,300,Budget,4.6,274,False,False,"Hot Chocolate, Peri Peri Fries, French Fries, Chocolate Churros, Cheese Nuggets"
1779,New Friends,Bengaluru,BTM,"12/11, Opposite SBM Bank, 20th Main, 100 Feet Road, BTM, Bangalore",12.9166,77.6101,Bengaluru locality centroid,locality-level,"North Indian, Continental, Chinese, Steak",Casual Dining,900,Premium,3.8,273,True,False,"Fritters, Lasagne, Biryani, Fish, Pasta, Draught Beer, Hot Pot"
1780,Sutra - The Lalit Ashok Bangalore,Bengaluru,Seshadripuram,"The LaLiT Ashok, Kumara Krupa Road, Highgrounds, Seshadripuram, Bangalore",12.991,77.576,Bengaluru locality centroid,locality-level,"Continental, Chinese",Lounge,2200,Luxury,3.8,273,False,False,Cocktails
1781,Subway,Bengaluru,JP Nagar,"296, 24th Main, 6th Phase, JP Nagar, Bangalore",12.9063,77.5857,Bengaluru locality centroid,locality-level,"Salad, Fast Food",Quick Bites,600,Moderate,4.0,273,True,False,"Sandwiches, Chaat, Chicken Ham, Salads, Salad, Tea, Sandwich"
1782,The Alphaa,Bengaluru,Bommanahalli,"433/10, Hosur Main Road, Garvebhavi Playa, Bommanahalli, Bangalore",12.9029,77.6242,Bengaluru locality centroid,locality-level,"Andhra, North Indian, Chinese, Biryani, Seafood",Casual Dining,550,Moderate,3.8,273,True,False,"Lime Soda, Hyderabadi Biryani, Fish"
1783,Natural Ice Cream,Bengaluru,New BEL Road,"64, Opposite HDFC Bank, 80 Feet Road, RMV 2nd Stage, New BEL Road, Bangalore",13.0382,77.5703,Bengaluru locality centroid,locality-level,"Ice Cream, Beverages",Dessert Parlor,200,Budget,4.3,273,False,False,"Waffle Cone, Chocolate Icecreams, Tender Coconut Ice Cream, Coffee Walnut, Custard Apple"
1784,NY Pizza & Waffles,Bengaluru,Electronic City,"34/2A, Govindhaschetty Palya Main Road, Kamadhenu Layout, Phase 2, Electronic City, Bangalore",12.8399,77.677,Bengaluru locality centroid,locality-level,"Pizza, Desserts",Quick Bites,400,Moderate,3.1,273,True,False,"Pizza, Waffles"
1785,Sichuan,Bengaluru,Bellandur,"164, Ground Floor, Green Glen Layout, Bellandur, Bangalore",12.9304,77.6784,Bengaluru locality centroid,locality-level,"Chinese, Asian, Seafood",Casual Dining,800,Premium,4.1,273,True,False,"Singapore Noodles, Fish, Clear Soup, Manchow Soup, Lemongrass Tea, Nasi Goreng, Pad Thai"
1786,Soul Treat,Bengaluru,Sarjapur Road,"28/29, Maruthi Nagar, Kaikondrahalli, Sarjapur Road, Bangalore",12.911,77.685,Bengaluru locality centroid,locality-level,"Bakery, Desserts, Healthy Food",Bakery,750,Moderate,4.3,273,True,False,"Fruit Cake, Blueberry Cake, Brownie, Chocolate Walnut Cake, Carrot Cake, Chocolate Blueberry, Meetha Paan"
1787,Sherlock's Pub,Bengaluru,Brookefield,"1, Green Avenue, Opposite Kundalahalli Colony, ITPL Main Road, Brookefield, Bangalore",12.9654,77.7186,Bengaluru locality centroid,locality-level,"Continental, North Indian, Chinese","Pub, Casual Dining",1500,Premium,3.3,273,True,True,"Beer, Pasta, Pepper Chicken, Cocktails, Onion Rings, Mocktails, Supreme Pizza"
1788,Gorilla Barfare,Bengaluru,Koramangala 6th Block,"467, Ground Floor, 80 Feet Road, Opposite BMTC Bus Depot, Koramangala 6th Block, Bangalore",12.939,77.624,Bengaluru locality centroid,locality-level,"Continental, Pizza, Burger","Pub, Casual Dining",1400,Premium,4.2,272,False,False,"Cocktails, Dessert Pizza, Nachos, Beef Chilli, Long Island Iced Tea, Beer, Salsa"
1789,Pasta Street,Bengaluru,Koramangala 4th Block,"751, 80 Feet Road, Opposite SBI Bank, Koramangala 4th Block, Bangalore",12.934,77.63,Bengaluru locality centroid,locality-level,"Italian, Pizza, Salad",Casual Dining,1300,Premium,4.5,272,True,True,"Pasta, Wine, Lasagne, Cheesecake, Spinach Ravioli, Exotic Pizza, Cocktails"
1790,Chai Point,Bengaluru,MG Road,"Near Axis Bank, Trinity Metro Station, MG Road, Bangalore",12.9756,77.6066,Bengaluru locality centroid,locality-level,"Tea, Fast Food, Beverages, Sandwich","Beverage Shop, Quick Bites",250,Budget,3.9,272,True,False,"Banana Cake, Ginger Tea, Samosa, Chicken Sandwich, Masala Chai, Ginger Chai, Masala Tea"
1791,The Wok Shop,Bengaluru,Koramangala 1st Block,"1024, 1st Block, Koramangala Bangalore",12.9279,77.6271,Bengaluru locality centroid,locality-level,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",Quick Bites,500,Moderate,4.1,271,True,False,"Momos, Rice Noodles, Kung Pao Chicken, Rice Bowl, Noodle, Thai Green Curry, Chicken Dim Sum"
1792,InnerChef,Bengaluru,Indiranagar,"4, St Mary's Building, 2nd Stage, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"North Indian, Continental",Delivery,500,Moderate,3.7,271,True,False,"Salads, Pasta, Dal Makhani, Paratha, Chole, Red Velvet Cake, Butter Chicken"
1793,Regulars Pub & Grub,Bengaluru,Indiranagar,"1206, 3rd Floor, Mannan Arcade, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"Continental, South Indian, Mangalorean, Chinese, North Indian, Seafood","Pub, Casual Dining",1300,Premium,3.9,271,False,True,"Beer, Masala Papad, Beef Fry, Paneer Tikka, Nachos, Murgh Ghee Roast, Chicken Pizza"
1794,Chin Chin by The Biere Club,Bengaluru,Whitefield,"153 Biere Street, Hagadur Main Road, Next to Prestige Ozone, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,Asian,Casual Dining,1500,Premium,4.2,271,True,True,"Wheat Beer, Cocktails, Singapore Noodles, Mushroom Dumpling, Dumplings, Spring Roll, Pork Ribs"
1795,Royal Calcutta Restaurant,Bengaluru,Koramangala 1st Block,"1st Main, Janatha Colony, Near Govt School, Jakkasandra, Koramangala 1st Block, Bangalore",12.9279,77.6271,Bengaluru locality centroid,locality-level,"North Indian, Chinese, Bengali",Quick Bites,450,Moderate,4.0,270,True,False,"Plain Paratha, Prawn, Chicken Biryani, Chicken Dak Bunglow, Chicken Masala, Roti, Aloo Posto"
1796,Punjabi Tadka,Bengaluru,Bellandur,"74/2, Outer Ring Road, Appolo Clinic, Bellandur Junction",12.9304,77.6784,Bengaluru locality centroid,locality-level,"North Indian, Chinese",Casual Dining,400,Moderate,2.6,270,False,False,"Roti, Paratha, Jeera Rice, Panneer Butter Masala, Sweet Lassi, Tandoori Chicken, Tawa Chicken"
1797,Kaayal,Bengaluru,Brookefield,"601, 2nd Floor, 1st Main, C Block, AECS Layout, Kundalahalli, Brookefield, Bangalore",12.9654,77.7186,Bengaluru locality centroid,locality-level,"Kerala, Chinese",Casual Dining,500,Moderate,3.2,270,True,False,"Appam, Buttermilk, Idiyappam, Kerala Parotta, Chicken Curry, Paratha, Roast Beef"
1798,Mughlai Kitchen,Bengaluru,BTM,"77/2 BDA Road, Opposite RR Layout, BTM 6th Stage, BTM, Bangalore",12.9166,77.6101,Bengaluru locality centroid,locality-level,"Mughlai, North Indian, Chinese, Momos",,600,Moderate,3.5,270,True,False,"Momos, Oreo Shake"
1799,Pizza Republic,Bengaluru,Electronic City,"3, Ajmera Avenue, Neeladri Road, Phase 1, Electronic City, Bangalore",12.8399,77.677,Bengaluru locality centroid,locality-level,"Pizza, Fast Food",Quick Bites,500,Moderate,3.8,270,True,False,"Pasta, Potato Wedges, Ice Tea, Thin Crust Pizza, Supreme Pizza, Farm Pizza"
1800,Sbarro,Bengaluru,Malleshwaram,"3rd Floor, Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Near Yeshwantpur, Malleshwaram, Bangalore",13.0031,77.5643,Bengaluru locality centroid,locality-level,Pizza,Food Court,500,Moderate,2.8,270,False,False,"Garlic Bread, Chicken Keema Pizza, Bbq Chicken, White Sauce Pasta, Veg Supreme, Paneer Pizza, Capsicum Pizza"
1801,Tarbouche,Bengaluru,Koramangala 5th Block,"71/72, The Elite, JNC Road, Koramangala 5th Block, Bangalore",12.9352,77.618,Bengaluru locality centroid,locality-level,"Turkish, Rolls",Kiosk,300,Budget,4.0,269,True,False,"Falafel, Lamb Kebab, Fattoush, Teriyaki Chicken, Fries, Shawarma, Chicken Kebab"
1802,Hotel Junior Kuppanna,Bengaluru,HSR,"155, Lucky Elite, Kumarans R.V. Arcade, 9th Main Road, Opposite Lawrence School, Sector 6, HSR, Bangalore",12.9121,77.6446,Bengaluru locality centroid,locality-level,"Chettinad, South Indian",Casual Dining,550,Moderate,3.1,269,True,False,"Chicken Curry, Mutton Biryani, Paratha, Kothu Parotta, Mutton Fry, Pallipalayam Chicken, Chicken Biryani"
1803,Annabell,Bengaluru,Indiranagar,"303, 5th Main, 100 Feet Road, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"Fast Food, Burger, Beverages","Quick Bites, Beverage Shop",800,Premium,4.0,269,True,False,"Burgers, Sandwiches, Pizza, Beef Burger, French Fries, Chicken Bbq Burger, Lamb Burger"
1804,RS Shiv Sagar,Bengaluru,MG Road,"36, Public Utility Building, 1st Floor, MG Road, Bangalore",12.9756,77.6066,Bengaluru locality centroid,locality-level,"North Indian, Mexican, Continental, Street Food",Casual Dining,600,Moderate,4.1,268,False,False,"Biryani, Roti, Sweet Corn Soup, Pav Bhaji, Broccoli Soup, Masala Dosa, Manchow Soup"
1805,Karibu - The Zuri,Bengaluru,Whitefield,"The Zuri Hotels, 244 Hoody Village, Rajapalya, ITPL Road, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"South Indian, Asian",Casual Dining,2000,Luxury,3.9,268,False,True,"Pizza, Chaat, Mocktails, Salads, Sunday Brunch, Omelette, Breakfast Buffet"
1806,De Grand Restaurant,Bengaluru,Banaswadi,"345, 10th Main, HRBR Layout, Dodda Banaswadi, 100 Feet Road, Banaswadi, Bangalore",13.0142,77.6519,Bengaluru locality centroid,locality-level,"North Indian, Chinese",Quick Bites,600,Moderate,3.9,268,True,False,"Butter Chicken, Shawarma Roll, Chicken Shawarama, Chicken Grill, Rolls, Al Faham Chicken, Biryani"
1807,Nandhini Deluxe,Bengaluru,Whitefield,"3/4, Kiadb, Sadaramangala, ITPL Main Road, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,North Indian,Casual Dining,600,Moderate,2.9,268,False,True,"Andhra Meal, Andhra Style Chilli Chicken, Chicken Biryani, Chicken Guntur"
1808,24@43 - The Oterra,Bengaluru,Electronic City,"The Oterra, 43, Phase 1, Electronic City, Bangalore",12.8399,77.677,Bengaluru locality centroid,locality-level,"North Indian, Asian, Continental",Fine Dining,3000,Luxury,4.1,268,False,True,"Sunday Brunch, Tea, Salads, Vegetable Biryani, Momos, Pasta, Wine"
1809,Donne Biriyani Angadi Mane,Bengaluru,Rajajinagar,"963,41st Cross, Opposite ESI, 3rd Stage, Rajajinagar, Bangalore",12.9982,77.553,Bengaluru locality centroid,locality-level,"South Indian, Biryani",Quick Bites,250,Budget,3.8,268,True,False,
1810,Cafe Ajfan,Bengaluru,Jayanagar,"Shop 66/1, 4th Block, Near Maiys Hotel, 33rd Cross Road, Jayanagar, Bangalore",12.9308,77.5838,Bengaluru locality centroid,locality-level,"Cafe, Continental, Beverages",Cafe,700,Moderate,4.2,268,True,False,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Calzone, Fries"
1811,Agarwal Food Service,Bengaluru,Bannerghatta Road,"54, 5th Cross, Thayappa Garden, Devarachikkanahalli Main Road, Bilekahalli, Bannerghatta Road, Bangalore",12.8906,77.596,Bengaluru locality centroid,locality-level,"North Indian, Chinese, Biryani",Delivery,400,Moderate,3.8,268,True,False,
1812,Bombay Chowpaty Kulfi,Bengaluru,Frazer Town,"41/B, Mosque Complex, MM Road, Frazer Town, Bangalore",12.9968,77.613,Bengaluru locality centroid,locality-level,"Ice Cream, Desserts","Dessert Parlor, Quick Bites",250,Budget,4.2,267,False,False,"Malai Kulfi, Kulfi Faluda, Panipuri, Anjeer Kulfi, Chaat, Matka Kulfi, Mango Kulfi"
1813,Smokey Tribe Restaurant,Bengaluru,Koramangala 7th Block,"61, 1st Main Road, Koramangala 7th Block, Bangalore",12.936,77.614,Bengaluru locality centroid,locality-level,"North Eastern, Chinese",Casual Dining,650,Moderate,3.8,267,True,False,"Beer, Mashed Potato, Pork Thali, Pork Curry, Smoked Pork, Veg Thali"
1814,Chetty's Coffee,Bengaluru,New BEL Road,"60, 80 Feet Road, New BEL Road, Bangalore",13.0382,77.5703,Bengaluru locality centroid,locality-level,South Indian,Quick Bites,200,Budget,3.9,267,True,False,"Filter Coffee, Vada, Chai, Caramel Coffee, Masala Dosa, Kesari Bath, Veg Dosa"
1815,Alto Vino - Bengaluru Marriott Hotel Whitefield,Bengaluru,Whitefield,"Bengaluru Marriott Hotel, 75, 8th Road, EPIP Area, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"Italian, Salad",Fine Dining,3000,Luxury,4.3,267,False,True,"Tiramisu, Wine, Lamb, Baked Salmon, Chicken Pasta, Ravioli, Gnocchi"
1816,Soul Indian Specialty - Svenska Design Hotel,Bengaluru,Electronic City,"Svenska Design Hotel, 56 D, Wipro Gate No 5, Electronic City 1, Electronic City, Bangalore",12.8399,77.677,Bengaluru locality centroid,locality-level,"North Indian, South Indian, Asian, Italian, Continental",Fine Dining,2000,Luxury,3.7,267,True,True,"Cocktails, Pasta, Fish, Dal Makhani, Salads, Coffee, Babaganush"
1817,Sharief Bhai,Bengaluru,Frazer Town,"96, Mosque Rd, Cleveland Town, Pulikeshi Nagar, Frazer Town, Bangalore",12.9968,77.613,Bengaluru locality centroid,locality-level,"Mughlai, Biryani",Casual Dining,700,Moderate,4.3,267,False,True,"Mutton Biryani, Nalli Nihari, Matka Phirni, Anjal Fry, Tangdi Kabab, Paratha, Paya"
