restaurant_id,name,city,area,address,latitude,longitude,location_source,location_precision,cuisines,rest_type,cost_for_two_inr,price_tier,rating,review_count,online_order,book_table,dish_liked
5403,Express Food Delivery,Bengaluru,Ulsoor,"14, Behind 1 MG Mall, Brooklane Street, Ulsoor, Bangalore",12.9817,77.6284,Bengaluru locality centroid,locality-level,"North Indian, Chinese",Delivery,500,Moderate,2.8,38,False,False,
5404,Sagar Chats,Bengaluru,Commercial Street,"93/1, Ibrahim Sahib Street, Commercial Street, Bangalore",12.9822,77.6083,Bengaluru locality centroid,locality-level,"Chinese, Beverages, Street Food",Quick Bites,300,Budget,3.8,38,False,False,"Pav Bhaji, Chaat, Masala Poori, Panipuri, Dahipuri, Sev Puri, Sandwiches"
5405,What the Food,Bengaluru,BTM,"22, 2nd Cross, Tavarekere Main Road, Balaji Nagar",12.9166,77.6101,Bengaluru locality centroid,locality-level,"North Indian, Chinese, Fast Food",Quick Bites,250,Budget,3.6,38,False,False,
5406,Lenny's- Burgers and more,Bengaluru,Whitefield,"Dinesh Arcade, Opposite Sandeep Vihar AWHO, Whitefield-Hoskote Road, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"Fast Food, Burger, Beverages, Rolls, Sandwich",Quick Bites,400,Moderate,3.9,38,True,False,"Burgers, Club Chicken Sandwich, Fries, Lamb Burger, Cheese Sandwich, Chicken Bbq Burger"
5407,Biriyani Adda,Bengaluru,Rajajinagar,"3rd Phase, Bhashyam Circle, Rajajinagar, Bangalore",12.9982,77.553,Bengaluru locality centroid,locality-level,"Biryani, Fast Food",Quick Bites,350,Budget,3.1,38,False,False,
5408,Shilpa Veg,Bengaluru,Shivajinagar,"18, Bowring Hospital Road, Shivajinagar, Bangalore",12.9857,77.6057,Bengaluru locality centroid,locality-level,"South Indian, Street Food, Beverages, Desserts",Quick Bites,250,Budget,3.6,38,False,False,
5409,Niice Cream,Bengaluru,Koramangala 5th Block,"130, KHB Colony, 17 H Main, Koramangala 5th Block, Bangalore",12.9352,77.618,Bengaluru locality centroid,locality-level,"Ice Cream, Beverages, Desserts",Dessert Parlor,400,Moderate,3.8,38,False,False,Nitrogen Ice Cream
5410,Sri Sai 99 Variety Dosa,Bengaluru,Jayanagar,"Big Bazar Compound, Opposite Central Mall, 9th Block, Jayanagar, Bangalore",12.9308,77.5838,Bengaluru locality centroid,locality-level,South Indian,Quick Bites,300,Budget,3.6,38,True,False,
5411,The Pipe Rack,Bengaluru,Kalyan Nagar,"412, 3rd Floor, 1st Avenue, 5th Main, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",13.0221,77.6403,Bengaluru locality centroid,locality-level,Cafe,Casual Dining,700,Moderate,3.7,38,False,False,
5412,Gobble Up Churros Cafe,Bengaluru,Ulsoor,"Unit 7, Skywalk Building, Next to Body Craft , Assaye Road, Ulsoor, Bangalore",12.9817,77.6284,Bengaluru locality centroid,locality-level,"Beverages, Cafe, Desserts, Spanish, Bakery",Casual Dining,400,Moderate,3.8,38,True,False,"Churros, Empanadas"
5413,Fujian Express,Bengaluru,"Varthur Main Road, Whitefield","710, Thubarahalli Varthur Main Road, Whitefield, Bangalore",12.955,77.745,Bengaluru locality centroid,locality-level,"Chinese, Thai","Takeaway, Delivery",200,Budget,3.7,38,True,False,
5414,KBC - Kebab Biryani Curry,Bengaluru,KR Puram,"39, Aiyaapanagar Main Road, Near Krishna Community Hall, KR Puram, Bangalore",13.0075,77.6959,Bengaluru locality centroid,locality-level,"North Indian, Chinese, Kebab, Biryani",Quick Bites,400,Moderate,3.4,38,True,False,
5415,Painted Platters,Bengaluru,Ulsoor,"L-08, Skywalk Building, Assaye Road, Near Ulsoor Lake, Ulsoor, Bangalore",12.9817,77.6284,Bengaluru locality centroid,locality-level,"Bakery, Desserts",Bakery,300,Budget,3.9,38,False,False,
5416,Rayalseema Kitchens,Bengaluru,Marathahalli,"994, Tulasi Theatre Road, Marathahalli, Bengaluru",12.9591,77.6974,Bengaluru locality centroid,locality-level,"Andhra, North Indian, Biryani",Casual Dining,700,Moderate,3.6,38,True,False,
5417,Amchoor,Bengaluru,Marathahalli,"Shop S01, Plot 89, 2nd Cross, Vidya Vikas School Road, Kaverappa Layout, Panathur, Maratahalli, Bangalore",12.9591,77.6974,Bengaluru locality centroid,locality-level,"North Indian, Beverages",Quick Bites,250,Budget,3.8,38,True,False,
5418,Just Bake,Bengaluru,Whitefield,"95, Opposite BMTC Bus Stop, EPIT Zone, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,Bakery,Bakery,400,Moderate,3.8,38,True,False,Samosa
5419,Amrutha Sweets,Bengaluru,Thippasandra,"200, 3rd Main, 6th Cross, HAL 3rd Stage, Thippasandra, Bangalore",12.9738,77.6546,Bengaluru locality centroid,locality-level,"Street Food, Mithai",Quick Bites,200,Budget,3.7,38,False,False,
5420,Punjabi Chulha,Bengaluru,Koramangala 1st Block,"First Floor , 42, First Main, Koramangala 1st Block, Bangalore",12.9279,77.6271,Bengaluru locality centroid,locality-level,North Indian,Casual Dining,500,Moderate,3.8,38,True,False,"Tandoori Chicken, Dal Makhani, Butter Chicken, Roti, Veg Thali"
5421,Empark Inn Restaurant,Bengaluru,Jayanagar,"12, Near NIMHANS, 2nd Cross Road, Someshwar Nagar, 1st Block, Jayanagar, Bangalore",12.9308,77.5838,Bengaluru locality centroid,locality-level,"North Indian, Chinese, South Indian",Quick Bites,350,Budget,3.7,38,False,False,
5422,Juicemaker,Bengaluru,Jayanagar,"Shop E & F, Door 615/1, Janardhan Mansion, 10th C Main Road, 4th Block, Jayanagar, Bangalore",12.9308,77.5838,Bengaluru locality centroid,locality-level,"Juices, Fast Food",Quick Bites,300,Budget,3.8,38,False,False,
5423,Mahek Pizza,Bengaluru,JP Nagar,"24th Main, 5th Phase, JP Nagar, Bangalore",12.9063,77.5857,Bengaluru locality centroid,locality-level,Pizza,Quick Bites,400,Moderate,3.9,38,True,False,
5424,Juicemaker,Bengaluru,Indiranagar,"617, 2nd Main, 1st Stage, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"Juices, Fast Food",Quick Bites,250,Budget,3.7,38,False,False,
5425,World In A Bowl,Bengaluru,Hennur,"180, 1st Floor, Above Apollo Gym, Punappa Layout, Hennur, Bangalore",13.04,77.64,Bengaluru locality centroid,locality-level,"Continental, North Indian, Desserts, Beverages",Delivery,600,Moderate,3.6,38,True,False,
5426,Indiana Burgers,Bengaluru,Kalyan Nagar,"LLP, 4/1, Janakiram Complex, Second Floor, Opposite Jal Vayu Vihar, Third Block, HRBR Layout, CMR Road, Kalyan Nagar, Bangalore",13.0221,77.6403,Bengaluru locality centroid,locality-level,Burger,"Takeaway, Delivery",300,Budget,3.4,38,True,False,
5427,Soup Station,Bengaluru,Koramangala 4th Block,"679, 10th Main, Near Maharaja Signal, Koramangala 4th Block, Bangalore",12.934,77.63,Bengaluru locality centroid,locality-level,"Healthy Food, Sandwich, Salad",Quick Bites,200,Budget,3.9,38,True,False,
5428,Sri Raghavendra Davanagere Benne Dose Hotel,Bengaluru,JP Nagar,"76, Sarakki Gate, Gangadhar Nagar, 1st Phase, JP Nagar, Bangalore",12.9063,77.5857,Bengaluru locality centroid,locality-level,South Indian,Quick Bites,200,Budget,4.0,38,False,False,
5429,Chai Point,Bengaluru,Nagawara,"1st Main Rd, MS Ramaiah North City, Manayata Tech Park, Thanisandra, Nagawara, Bangalore",13.0435,77.6187,Bengaluru locality centroid,locality-level,"Tea, Beverages, Fast Food","Beverage Shop, Quick Bites",250,Budget,3.8,38,True,False,
5430,Sultan's Biryani,Bengaluru,Kalyan Nagar,"Kalyan Nagar, Bangalore",13.0221,77.6403,Bengaluru locality centroid,locality-level,"Biryani, North Indian",Delivery,700,Moderate,2.9,38,True,False,
5431,New Shanthi Sagar,Bengaluru,Banaswadi,"201,1DC, RMR Sunshine, Kasturi Nagar, Banaswadi, Bangalore",13.0142,77.6519,Bengaluru locality centroid,locality-level,"South Indian, North Indian, Chinese, Street Food",Quick Bites,600,Moderate,3.0,38,True,False,
5432,Chillikum,Bengaluru,Indiranagar,"80 Feet Road, HAL, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,North Indian,Quick Bites,350,Budget,3.6,38,True,False,"Paneer Biryani, Vegetable Biryani, Paratha"
5433,Old Mumbai Ice Cream,Bengaluru,Banashankari,"416, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore",12.9255,77.5468,Bengaluru locality centroid,locality-level,Ice Cream,Dessert Parlor,150,Budget,3.9,38,True,False,Friendly Staff
5434,Hotel Uma Bhai,Bengaluru,Electronic City,"Near SNN Raj Neeladri Apartments, Neeladri Road, Phase 1, Electronic City, Bangalore",12.8399,77.677,Bengaluru locality centroid,locality-level,North Indian,Quick Bites,400,Moderate,3.7,38,True,False,
5435,Ivy Park,Bengaluru,Sarjapur Road,"Carmerleram, Opposite Carmeleram Railway Gate, Sarjapur Road, Bangalore",12.911,77.685,Bengaluru locality centroid,locality-level,"South Indian, Kerala, North Indian, Chinese",Casual Dining,500,Moderate,3.5,38,False,False,"Poricha Kozhi, Chicken Curry"
5436,Kenny's Restaurant,Bengaluru,Banaswadi,"644, 4th Main, OMBR Layout, Banaswadi, Bangalore",13.0142,77.6519,Bengaluru locality centroid,locality-level,Chinese,Quick Bites,450,Moderate,3.4,38,True,False,
5437,Chandrima's Kitchen,Bengaluru,Bannerghatta Road,"127, 16/1, Venkateswappa Layout, Kembathalli, Near Canara Bank ATM, Gottigere Post, Bannerghatta Road, Bangalore",12.8906,77.596,Bengaluru locality centroid,locality-level,"Bengali, North Indian","Takeaway, Delivery",400,Moderate,3.7,38,True,False,
5438,Metrolicious,Bengaluru,Whitefield,"76, 6th Cross, Saraswati Nagar, Near Maheshwaramma Temple, Mahadevpura, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"North Indian, Chinese, Biryani","Takeaway, Delivery",400,Moderate,3.5,38,True,False,
5439,Wow Paratha,Bengaluru,Jeevan Bhima Nagar,"L 9, 10th Main Road, Sector 11, Jeevan Bhima Nagar, Bengaluru",12.9669,77.6575,Bengaluru locality centroid,locality-level,North Indian,Delivery,400,Moderate,3.9,38,True,False,
5440,Faasos,Bengaluru,Frazer Town,"Shop 9, Building 1, Adishwara Complex, Skyline Apartment, Canara Bank, Frazer Town, Bangalore",12.9968,77.613,Bengaluru locality centroid,locality-level,"North Indian, Biryani, Fast Food",Quick Bites,500,Moderate,4.1,38,False,False,"Rolls, Veggie Wrap, Chicken Wrap, Kheer"
5441,Nature's Nectar,Bengaluru,HSR,"22nd Cross Road, Sector 3, HSR, Bangalore",12.9121,77.6446,Bengaluru locality centroid,locality-level,"Continental, Healthy Food",Casual Dining,600,Moderate,3.7,38,False,False,"Pasta, Sandwich, Salad"
5442,Just Bake,Bengaluru,Kalyan Nagar,"533, Elegant Privelege, G 02, 5th Cross, HRBR Layout, 2nd Block, Kalyan Nagar, Bangalore",13.0221,77.6403,Bengaluru locality centroid,locality-level,"Bakery, Desserts",Bakery,400,Moderate,3.0,38,True,False,Chocolate Cake
5443,Petoo,Bengaluru,Marathahalli,"698 45/1, Amba Nilaya Marthahalli Main Road, Marathahalli Village, Marathahalli",12.9591,77.6974,Bengaluru locality centroid,locality-level,"Biryani, North Indian, Andhra",Quick Bites,450,Moderate,3.8,38,True,False,Gulab Jamun
5444,Lucky Singh & Co,Bengaluru,Whitefield,"40 Heights, Doddenekundi Industrial Area, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"Fast Food, North Indian, Rolls","Takeaway, Delivery",350,Budget,4.0,38,False,False,"Rolls, Butter Chicken Roll, Malai Tikka, Mutton Seekh, Chicken Tikka, Bhuna Gosht, Butter Paneer"
5445,Hoodi Baba A Str-eat Caff,Bengaluru,Whitefield,"Muniswamy Shetty layout road, Near Hoodi Circle, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"North Indian, Street Food",Quick Bites,300,Budget,3.7,38,True,False,
5446,Just Bake,Bengaluru,Malleshwaram,"Food Court, Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Near Yeshwantpur, Malleshwaram, Bangalore",13.0031,77.5643,Bengaluru locality centroid,locality-level,Bakery,"Bakery, Food Court",400,Moderate,3.0,38,True,False,
5447,Madurai Canteen,Bengaluru,Nagawara,"Ground Floor, Mfar Holdings PVT. LTD, Phase 4, MS Ramaiah North City, Manyata Tech Park, Nagawara, Bangalore",13.0435,77.6187,Bengaluru locality centroid,locality-level,"Chettinad, South Indian",Quick Bites,200,Budget,2.9,38,True,False,
5448,Chaithanya Veg,Bengaluru,Indiranagar,"5/1, Krishna Temple Road, HAL 1st Stage, Off 100 Feet Road, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"South Indian, North Indian, Chinese",Quick Bites,200,Budget,3.7,38,False,False,
5449,Warm Oven,Bengaluru,BTM,"1, 7th Main Rd, NS Palya, Stage 2, BTM 2nd Stage, Bengaluru, Karnataka",12.9166,77.6101,Bengaluru locality centroid,locality-level,"Bakery, Desserts",Bakery,500,Moderate,3.9,38,True,False,
5450,Begin with us....Tea Time Cafe,Bengaluru,Koramangala 7th Block,"353/354, 1st A cross, Koramangala 7th Block, Bangalore",12.936,77.614,Bengaluru locality centroid,locality-level,"Beverages, Tea",Beverage Shop,300,Budget,3.9,38,True,False,
5451,Zayan Kabab Korner,Bengaluru,Frazer Town,"Opposite Mosque, MM Road, Frazer Town, Bangalore",12.9968,77.613,Bengaluru locality centroid,locality-level,"Kebab, Biryani",Quick Bites,250,Budget,3.8,38,False,False,
5452,Balaji Bombay Vada Pav Gujrati Dalebi,Bengaluru,JP Nagar,"7, 7th Phase, Near EK Retail, JP Nagar, Bangalore",12.9063,77.5857,Bengaluru locality centroid,locality-level,"Street Food, Sandwich",Takeaway,150,Budget,3.8,38,True,False,
5453,Fit Dish Fetish,Bengaluru,West Bangalore,Delivery Only,12.98,77.54,Bengaluru locality centroid,locality-level,Healthy Food,"Takeaway, Delivery",500,Moderate,3.5,38,False,False,
5454,MDP Coffee House,Bengaluru,Jayanagar,"290/41, 10th Main Road, 38th Cross, 5th Block, Jayanagar, Bangalore",12.9308,77.5838,Bengaluru locality centroid,locality-level,South Indian,Quick Bites,200,Budget,3.8,38,False,False,"Tea, Kharabath, Filter Coffee, Idli"
5455,Biryani Palace,Bengaluru,Nagawara,"34/35, Ground Floor, Outer Ring Road, Opposite Manyata Tech Park, Nagawara Main Road, Nagawara, Bangalore",13.0435,77.6187,Bengaluru locality centroid,locality-level,"Biryani, North Indian, Chinese",Casual Dining,750,Moderate,3.6,37,True,False,
5456,Venky's Xprs,Bengaluru,Kalyan Nagar,"604,4th Cross, Block 2, Kalyan Nagar, Bangalore",13.0221,77.6403,Bengaluru locality centroid,locality-level,"Fast Food, Raw Meats","Quick Bites, Meat Shop",400,Moderate,3.7,37,True,False,
5457,Twilight Global Restaurant,Bengaluru,Kalyan Nagar,"527, CMR Rd, HRBR Layout 2nd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",13.0221,77.6403,Bengaluru locality centroid,locality-level,"North Indian, Chinese",Quick Bites,600,Moderate,3.6,37,True,False,
5458,Bakers77,Bengaluru,Jayanagar,"510, Marenahalli Road, TMC Layout, 5th Block, Jayanagar, Bangalore",12.9308,77.5838,Bengaluru locality centroid,locality-level,"Bakery, Fast Food","Bakery, Quick Bites",400,Moderate,4.0,37,True,False,
5459,Chickpet Donne Biriyani Mane,Bengaluru,Nagawara,"374, 1st Cross, H. Narayanappa Block, Next to Manyata Tech Park, Nagawara, Bangalore",13.0435,77.6187,Bengaluru locality centroid,locality-level,"Biryani, South Indian, Kebab",Quick Bites,150,Budget,2.7,37,True,False,
5460,Kolkata Famous Kathi Rolls,Bengaluru,Brookefield,"NS Complex, ITPL Main Road, Kundalahalli Gate, Brookefield, Bangalore",12.9654,77.7186,Bengaluru locality centroid,locality-level,"Chinese, Rolls",Quick Bites,150,Budget,3.6,37,True,False,
5461,Oz Pies,Bengaluru,Bellandur,"Chavalkere Road, Bellandur, Bangalore",12.9304,77.6784,Bengaluru locality centroid,locality-level,"Australian, Continental",Delivery,400,Moderate,3.8,37,True,False,
5462,Midnight Food Point,Bengaluru,Kalyan Nagar,"Outer Ring Road, Near Kalyan Residency Road, Kalyan Nagar, Bangalore",13.0221,77.6403,Bengaluru locality centroid,locality-level,"North Indian, Chinese, Mughlai, Biryani",Delivery,500,Moderate,2.7,37,True,False,
5463,New Mangalore Lunch Home,Bengaluru,Koramangala 1st Block,"8th Cross Road, Venkatapura, Teachers Colony, 1st Block, Koramangala 1st Block, Bangalore",12.9279,77.6271,Bengaluru locality centroid,locality-level,"Mangalorean, Chinese, North Indian",Quick Bites,300,Budget,3.8,37,True,False,
5464,The Kream Story,Bengaluru,Koramangala 7th Block,"360, 1st Main Road, Koramangala 7th Block, Bangalore",12.936,77.614,Bengaluru locality centroid,locality-level,"Desserts, Fast Food","Dessert Parlor, Quick Bites",500,Moderate,4.1,37,True,False,"Waffles, Nutella Ice Cream, French Fries"
5465,Chef Baker's,Bengaluru,Koramangala 1st Block,"S-8, Sapthagiri Mansion, 1st, Block, 80 Feet Road, Koramangala 1st Block, Bangalore",12.9279,77.6271,Bengaluru locality centroid,locality-level,Bakery,"Bakery, Quick Bites",450,Moderate,3.6,37,True,False,
5466,Mont Blanc Cafe,Bengaluru,Bellandur,"SJR Complex, Beside Gear International School, Behind Adarsh Palm Retreat, Doddakannelli, Bellandur, Bangalore",12.9304,77.6784,Bengaluru locality centroid,locality-level,"Cafe, Bakery, Italian",Cafe,650,Moderate,3.8,37,True,False,
5467,Desi Chopstick,Bengaluru,HSR,"2nd Cross, near Ayee Matha Temple, Sector 6, HSR, Bangalore",12.9121,77.6446,Bengaluru locality centroid,locality-level,North Indian,Quick Bites,400,Moderate,3.8,37,True,False,
5468,Havmor,Bengaluru,Jayanagar,"1014/44, 26th Main Road, 38th Cross, 4th Block, Jayanagar, Bangalore",12.9308,77.5838,Bengaluru locality centroid,locality-level,"Ice Cream, Desserts",Dessert Parlor,200,Budget,3.8,37,True,False,
5469,Pizza Hut,Bengaluru,MG Road,"Shop 18, Ramanashree Arcade, MG Road, Bangalore",12.9756,77.6066,Bengaluru locality centroid,locality-level,"Pizza, Fast Food",Casual Dining,750,Moderate,3.6,37,True,False,Pizza
5470,Chefie,Bengaluru,Koramangala 1st Block,"15, Srinivagilu Main Road, 1st Cross Road, ST Bed Layout, Koramangala 1st Block, Bangalore",12.9279,77.6271,Bengaluru locality centroid,locality-level,"Continental, Fast Food, Italian, North Indian",Quick Bites,200,Budget,3.8,37,True,False,
5471,Smoke de Burger,Bengaluru,Koramangala 5th Block,"Shop 50, Koramangala 5th Block, Bangalore",12.9352,77.618,Bengaluru locality centroid,locality-level,Fast Food,Quick Bites,300,Budget,3.7,37,True,False,
5472,Flavors of India,Bengaluru,Bellandur,"Bhagini Icon Premeir Hotel, 57/1A Outer Ring Road, Opposite Sakra World Hospital, Devarabisanahalli, Bellandur, Bangalore",12.9304,77.6784,Bengaluru locality centroid,locality-level,"Chinese, North Indian, Salad, Fast Food",Casual Dining,1500,Premium,3.7,37,True,True,"Salads, Fish"
5473,Chattorey - The Family Restaurant,Bengaluru,Marathahalli,"152, 8th Cross, Aswathnagar, Marathahalli, Bangalore",12.9591,77.6974,Bengaluru locality centroid,locality-level,"North Indian, Chinese",Casual Dining,400,Moderate,3.4,37,False,False,
5474,Ambika Biryani Corner,Bengaluru,Rajajinagar,"5th Cross, Shankarnagar Main Road, Opposite More Supermarket, Mahalakshmi Layout, Rajajinagar, Bangalore",12.9982,77.553,Bengaluru locality centroid,locality-level,Biryani,Quick Bites,300,Budget,3.5,37,False,False,
5475,Chef's Cap Chinese Cuisine Restaurant,Bengaluru,Old Airport Road,"23, 5th Cross, BDA Layout, Murgehpalaya, Old Airport Road, Bangalore",12.959,77.653,Bengaluru locality centroid,locality-level,Chinese,Quick Bites,400,Moderate,3.9,37,True,False,
5476,Kaizen Wellness Kitchen,Bengaluru,JP Nagar,"72/A, 3rd Floor, Bangalore 15th Cross Road 100 Feet Ring Road, JP Nagar, Bangalore",12.9063,77.5857,Bengaluru locality centroid,locality-level,"Asian, Continental, European",Casual Dining,800,Premium,3.7,37,True,False,
5477,Cafe Coffee Day,Bengaluru,Basaveshwara Nagar,"105 LIC Colony, Next To HDFC Bank, Basaveshwara Nagar Main Road, Basaveshwara Nagar, Bangalore",12.9892,77.5387,Bengaluru locality centroid,locality-level,"Cafe, Fast Food",Cafe,900,Premium,2.9,37,True,False,
5478,Once In Nature,Bengaluru,JP Nagar,"123, Opposite Royal School, 5th Phase, 24th Main JP Nagar, Bangalore",12.9063,77.5857,Bengaluru locality centroid,locality-level,Healthy Food,Quick Bites,300,Budget,3.7,37,True,False,
